11	12	13	15	19	21	22	23	24	30	43	45	48	51	54	56	71	72	73	74	85	86_date	86_number	87_date	87_number	98	status	11_href	21_href	43_href	45_href
2 180 974	ОПИСАНИЕ ИЗОБРЕТЕНИЯ К ПАТЕНТУ	C2		RU	2000107717/09	29.03.2000		29.03.2000			27.03.2002		G10L 15/02 (2000.01); G10L 19/02 (2000.01)	СПОСОБ СЖАТИЯ ИЗОЛИРОВАННЫХ СЛОВ	RU 2136059 C1, 27.08.1999. JP 04-003200 A, 08.01.1992. US 5268991 A, 07.12.1993. US 5933803 А, 03.08.1999. DE 3808038 Al, 28.09.1989. JP 02-050199 А, 20.02.1990. JP 07-160294 А, 23.06.1995.	Поволжская государственная академия телекоммуникаций и информатики	Брайнина И.С., Кузнецов М.В.	Поволжская государственная академия телекоммуникаций и информатики							443010, г. Самара, ул. Л.Толстого, 23, ПГАТИ	Статус: не действует (последнее изменение статуса: 19.09.2011);Пошлина: учтена за 3 год с 30.03.2002 по 29.03.2003	http://www1.fips.ru/fips_servl/fips_servlet?DB=RUPAT&DocNumber=2180974&TypeFile=html	http://www1.fips.ru/fips_servl/fips_servlet?DB=RUPAT&DocNumber=2180974&TypeFile=html		
2 267 820	ОПИСАНИЕ ИЗОБРЕТЕНИЯ К ПАТЕНТУ	C1		RU	2004119468/09	25.06.2004		25.06.2004			10.01.2006		G10L 15/20 (2006.01)	УСТРОЙСТВО РАСПОЗНАВАНИЯ РЕЧЕВЫХ КОМАНД В УСЛОВИЯХ ШУМОВ	US 4979212, 18.12.1990. SU 1578744 A1, 15.07.1990. SU 871187 A2, 07.10.1981. US 6678656 B2, 13.01.2004. US 6529866 B1, 04.03.2003.		Крашенинников Виктор Ростиславович (RU), Ташлинский Александр Григорьевич (RU), Армер Андрей Игоревич (RU)	"Государственное образовательное учреждение высшего профессионального образования ""Ульяновский государственный технический университет"" (RU)"							"432027, г.Ульяновск, ул. Северный Венец, 32, ГОУ ВПО ""Ульяновский государственный технический университет"", Проректору по научной работе"	Статус: не действует (последнее изменение статуса: 29.06.2009)	http://www1.fips.ru/fips_servl/fips_servlet?DB=RUPAT&DocNumber=2267820&TypeFile=html	http://www1.fips.ru/fips_servl/fips_servlet?DB=RUPAT&DocNumber=2267820&TypeFile=html		http://www.fips.ru/Archive/PAT/2006FULL/2006.01.10/DOC/RUNWC1/000/000/002/267/820/DOCUMENT.PDF
2 571 608	ОПИСАНИЕ ИЗОБРЕТЕНИЯ К ПАТЕНТУ	C2		RU	2012149444/08	29.04.2011		29.04.2011	 21.05.2010 US 12/758,353	27.05.2014	20.12.2015		G10L 15/26 (2006.01)		US 2008/0040111 A1, 14.02.2008. RU 2381570 C2, 10.02.2010. JP 2006-178087 A, 06.07.2006. JP 2010-044171 A, 25.02.2010. KR-10-2002-0048612 A, 24.06.2002. WO 2007/118100 A2,18.10.2007.					20.11.2012	29.04.2011	US 2011/034665	24.11.2011	WO 2011/146227	"129090, Москва, ул. Б. Спасская, 25, строение 3, ООО ""Юридическая фирма Городисский и Партнеры"""	Статус: действует (последнее изменение статуса: 28.12.2015);Пошлина: учтена за 6 год с 30.04.2016 по 29.04.2017	http://www1.fips.ru/fips_servl/fips_servlet?DB=RUPAT&DocNumber=2571608&TypeFile=html	http://www1.fips.ru/fips_servl/fips_servlet?DB=RUPAT&DocNumber=2571608&TypeFile=html		http://www.fips.ru/Archive/PAT/2015FULL/2015.12.20/DOC/RUNWC2/000/000/002/571/608/DOCUMENT.PDF
2 573 228	ОПИСАНИЕ ИЗОБРЕТЕНИЯ К ПАТЕНТУ	C2		RU	2013140574/08	11.01.2012		11.01.2012	 03.02.2011 EP 11153211.5	10.03.2015	20.01.2016		G10L 15/26 (2006.01); H04H 60/04 (2008.01)		US 2010/0250253 A1, 30.09.2010. EP 1995721 A1, 26.11.2008. US 6931134 B1, 16.08.2005. US 7308324 B2, 11.12.2007. US 7778823 B2, 17.08.2010. RU 2376654 C2, 20.12.2009.					03.09.2013	11.01.2012	EP 2012/050365	09.08.2012	WO 2012/104119	"129090, Москва, ул. Б. Спасская, 25, строение 3, ООО ""Юридическая фирма Городисский и Партнеры"""	Статус: действует (последнее изменение статуса: 27.01.2016);Пошлина: учтена за 5 год с 12.01.2016 по 11.01.2017	http://www1.fips.ru/fips_servl/fips_servlet?DB=RUPAT&DocNumber=2573228&TypeFile=html	http://www1.fips.ru/fips_servl/fips_servlet?DB=RUPAT&DocNumber=2573228&TypeFile=html		http://www.fips.ru/Archive4/PAT/2016FULL/2016.01.20/DOC/RUNWC2/000/000/002/573/228/DOCUMENT.PDF
2 530 314	ОПИСАНИЕ ИЗОБРЕТЕНИЯ К ПАТЕНТУ	C1		RU	2013118633/08	23.04.2013		23.04.2013			10.10.2014		G10L 15/00 (2013.01)	СПОСОБ ГИБРИДНОЙ ГЕНЕРАТИВНО-ДИСКРИМИНАТИВНОЙ СЕГМЕНТАЦИИ ДИКТОРОВ В АУДИО-ПОТОКЕ	RU 2107950 C1, 27.03.1998. RU 2419890 C1, 27.05.2011. US 5315689 A, 24.05.1994. DE 2431458 A1, 05.02.1976. US 6389392 B1, 14.05.2002. US 5995927 A, 30.11.1999. RU 2230375 C2, 10.06.2004. RU 2047912 C1, 10.11.1995. US 4503241 A, 05.03.1985. RU 2234746 C2, 20.08.2004. RU 2161826 C2, 10.01.2001. US 6411930 B1, 25.06.2002. US 5265191 A, 23.11.1993. RU 2103753 C1, 27.01.1998. US 5339385 A, 16.08.1994		Хитров Михаил Васильевич (RU), Пеховский Тимур Сахиевич (RU), Шулипа Андрей Константинович (RU)	"Общество с ограниченной ответственностью ""ЦРТ-инновации"" (RU)"							197227, Санкт-Петербург, а/я 405, Воропаю Сергею Александровичу	Статус: действует (последнее изменение статуса: 08.08.2016);Пошлина: учтена за 4 год с 24.04.2016 по 23.04.2017	http://www1.fips.ru/fips_servl/fips_servlet?DB=RUPAT&DocNumber=2530314&TypeFile=html	http://www1.fips.ru/fips_servl/fips_servlet?DB=RUPAT&DocNumber=2530314&TypeFile=html		http://www.fips.ru/Archive/PAT/2014FULL/2014.10.10/DOC/RUNWC1/000/000/002/530/314/DOCUMENT.PDF
2 494 476	ОПИСАНИЕ ИЗОБРЕТЕНИЯ К ПАТЕНТУ	C2		RU	2011121296/08	10.09.2009		10.09.2009	 31.10.2008 US 12/263,012	10.12.2012	27.09.2013		G10L 15/26 (2006.01)		US 20060069664 А1, 30.03.2006. US 20020103644 А1, 01.08.2002. ЕР 1699042 А1, 06.09.2006. RU 61924 U1, 10.03.2007.					31.05.2011	10.09.2009	FI 2009/050729	06.05.2010	WO 2010/049582	"191036, Санкт-Петербург, а/я 24, ""НЕВИНПАТ"""	Статус: действует (последнее изменение статуса: 29.08.2016);Пошлина: учтена за 8 год с 11.09.2016 по 10.09.2017	http://www1.fips.ru/fips_servl/fips_servlet?DB=RUPAT&DocNumber=2494476&TypeFile=html	http://www1.fips.ru/fips_servl/fips_servlet?DB=RUPAT&DocNumber=2494476&TypeFile=html		http://www.fips.ru/Archive/PAT/2013FULL/2013.09.27/DOC/RUNWC2/000/000/002/494/476/DOCUMENT.PDF
2 269 164	ОПИСАНИЕ ИЗОБРЕТЕНИЯ К ПАТЕНТУ	C2		RU	2003128960/09	28.02.2002		28.02.2002	 28.02.2001 EP 01200749.8	27.03.2005	27.01.2006		G10L 15/26 (2006.01); G06F 17/30 (2006.01)		RU 2138076 C1, 20.09.1999. RU 2096825 C1, 20.11.1997. WO 00/65814 A1, 02.11.2000. WO 00/04533 A1, 27.01.2000. US 6192338 B1, 20.02.2001. US 5083268 A, 21.01.1992. US 4688195 A, 18.08.1987.					29.09.2003	28.02.2002	BE 02/00024	12.09.2002	WO 02/071393	"103735, Москва, ул. Ильинка, 5/2, ООО ""Союзпатент"", пат.пов. В.С.Ткаченко"	Статус: прекратил действие, но может быть восстановлен (последнее изменение статуса: 27.11.2014);Пошлина: учтена за 12 год с 01.03.2013 по 28.02.2014	http://www1.fips.ru/fips_servl/fips_servlet?DB=RUPAT&DocNumber=2269164&TypeFile=html	http://www1.fips.ru/fips_servl/fips_servlet?DB=RUPAT&DocNumber=2269164&TypeFile=html		http://www.fips.ru/Archive/PAT/2006FULL/2006.01.27/DOC/RUNWC2/000/000/002/269/164/DOCUMENT.PDF
2 466 468	ОПИСАНИЕ ИЗОБРЕТЕНИЯ К ПАТЕНТУ	C1		RU	2011126653/08	30.06.2011		30.06.2011			10.11.2012		G10L 15/00 (2006.01)	СИСТЕМА И СПОСОБ РАСПОЗНАВАНИЯ РЕЧИ	US 4852170 A, 25.07.1989. WO 97/34293 A1, 18.09.1997. US 2004/0117181 A1, 17.06.2004. EP 0128755 A1, 19.12.1984. RU 2234746 C2, 20.08.2004. RU 2268504 C1, 20.01.2006.		Кочаров Даниил Александрович (RU), Хомяков Александр Борисович (RU)	Кочаров Даниил Александрович (RU), Хомяков Александр Борисович (RU)							"191186, Санкт-Петербург, а/я 230, ""АРС-ПАТЕНТ"", Е.Ю. Чугориной, рег. № 826"	Статус: прекратил действие, но может быть восстановлен (последнее изменение статуса: 18.05.2015);Пошлина: учтена за 3 год с 01.07.2013 по 30.06.2014	http://www1.fips.ru/fips_servl/fips_servlet?DB=RUPAT&DocNumber=2466468&TypeFile=html	http://www1.fips.ru/fips_servl/fips_servlet?DB=RUPAT&DocNumber=2466468&TypeFile=html		http://www.fips.ru/Archive/PAT/2012FULL/2012.11.10/DOC/RUNWC1/000/000/002/466/468/DOCUMENT.PDF
2 459 281	ОПИСАНИЕ ИЗОБРЕТЕНИЯ К ПАТЕНТУ	C1		RU	2011137870/08	15.09.2011		15.09.2011			20.08.2012		G10L 15/00 (2006.01)	УСТРОЙСТВО И СПОСОБ ФОРМИРОВАНИЯ СИГНАТУРЫ АКУСТИЧЕСКОГО СИГНАЛА, УСТРОЙСТВО ИДЕНТИФИКАЦИИ АКУСТИЧЕСКОГО СИГНАЛА	RU 2419890 C1, 27.05.2011. US 7549052 B2, 16.07.2009. RU 2385272 C1, 27.03.2010. RU 2184399 C2, 27.06.2002. WO 00/77772 A2, 21.12.2000. RU 96116251 A, 20.11.1998.		Жидков Сергей Викторович (RU)	"Общество с ограниченной ответственностью ""Цифрасофт"" (RU)"							"426000, Удмуртская Республика, г.Ижевск, ул. Родниковая, 70, ООО ""Цифрасофт"", С.В. Жидкову"	Статус: прекратил действие, но может быть восстановлен (последнее изменение статуса: 27.04.2016);Пошлина: учтена за 4 год с 16.09.2014 по 15.09.2015	http://www1.fips.ru/fips_servl/fips_servlet?DB=RUPAT&DocNumber=2459281&TypeFile=html	http://www1.fips.ru/fips_servl/fips_servlet?DB=RUPAT&DocNumber=2459281&TypeFile=html		http://www.fips.ru/Archive/PAT/2012FULL/2012.08.20/DOC/RUNWC1/000/000/002/459/281/DOCUMENT.PDF
2 436 173	ОПИСАНИЕ ИЗОБРЕТЕНИЯ К ПАТЕНТУ	C1		RU	2010124342/08	15.06.2010		15.06.2010			10.12.2011		G10L 15/00 (2006.01); G10L 11/02 (2006.01)	СПОСОБ ОБНАРУЖЕНИЯ ПАУЗ В РЕЧЕВЫХ СИГНАЛАХ И УСТРОЙСТВО ЕГО РЕАЛИЗУЮЩЕЕ	SU 836656 A1, 07.06.1981. RU 2317595 C1, 20.02.2008. JP 2006350246 A, 28.12.2006. RU 2032232 C1, 27.03.1995. RU 77717 U1, 27.10.2008. US 4700394 A, 13.10.1987. US 4682361 A, 21.07.1987.		Витязев Владимир Викторович (RU), Розов Валерий Иванович (RU), Волченков Владимир Андреевич (RU)	"Государственное образовательное учреждение высшего профессионального образования ""Рязанский государственный радиотехнический университет"" (RU)"							390005, г.Рязань, ул. Гагарина, 59/1, Рязанский государственный радиотехнический университет, патентная служба	Статус: прекратил действие, но может быть восстановлен (последнее изменение статуса: 29.02.2016);Пошлина: учтена за 5 год с 16.06.2014 по 15.06.2015	http://www1.fips.ru/fips_servl/fips_servlet?DB=RUPAT&DocNumber=2436173&TypeFile=html	http://www1.fips.ru/fips_servl/fips_servlet?DB=RUPAT&DocNumber=2436173&TypeFile=html		http://www.fips.ru/Archive/PAT/2011FULL/2011.12.10/DOC/RUNWC1/000/000/002/436/173/DOCUMENT.PDF
2 419 890	ОПИСАНИЕ ИЗОБРЕТЕНИЯ К ПАТЕНТУ	C1		RU	2009136387/09	24.09.2009		24.09.2009			27.05.2011		G10L 15/00 (2006.01)	СПОСОБ ИДЕНТИФИКАЦИИ ГОВОРЯЩЕГО ПО ФОНОГРАММАМ ПРОИЗВОЛЬНОЙ УСТНОЙ РЕЧИ НА ОСНОВЕ ФОРМАНТНОГО ВЫРАВНИВАНИЯ	RU 2230375 C2, 10.06.2004. US 6389398 B1, 14.05.2002. RU 2161826 C2, 10.01.2001. RU 2161336 C2, 27.12.2000. WO 00/77772 A2, 21.12.2000. US 6411930 B1, 25.06.2002.		Коваль Сергей Львович (RU)	"Общество с Ограниченной Ответственностью ""Центр речевых технологий"" (RU)"							196601, Санкт-Петербург, Пушкин-1, а/я 61, В.Е. Тепловой	Статус: действует (последнее изменение статуса: 29.08.2016);Пошлина: учтена за 8 год с 25.09.2016 по 24.09.2017	http://www1.fips.ru/fips_servl/fips_servlet?DB=RUPAT&DocNumber=2419890&TypeFile=html	http://www1.fips.ru/fips_servl/fips_servlet?DB=RUPAT&DocNumber=2419890&TypeFile=html		http://www.fips.ru/Archive/PAT/2011FULL/2011.05.27/DOC/RUNWC1/000/000/002/419/890/DOCUMENT.PDF
2 393 549	ОПИСАНИЕ ИЗОБРЕТЕНИЯ К ПАТЕНТУ	C2		RU	2008114596/09	17.10.2006		17.10.2006	 17.10.2005 US 11/252,475	27.11.2009	27.06.2010		G10L 15/14 (2006.01)		RU 2223554 С2, 2004.02.10. WO 2004/066269 A1, 2004.08.05. EP 1457967 A2, 2004.09.15. RU 2166804 C2, 2001.05.10. WO 03/005346 A1, 2003.01.18. US 5710866 A, 1998.01.20.					19.05.2008	17.10.2006	FI 2006/050445	26.04.2007	WO 2007/045723	"191036, Санкт-Петербург, а/я 24, ""НЕВИНПАТ"", пат.пов. А.В.Поликарпову"	Статус: не действует (последнее изменение статуса: 28.10.2013);Пошлина: учтена за 4 год с 18.10.2009 по 17.10.2010	http://www1.fips.ru/fips_servl/fips_servlet?DB=RUPAT&DocNumber=2393549&TypeFile=html	http://www1.fips.ru/fips_servl/fips_servlet?DB=RUPAT&DocNumber=2393549&TypeFile=html		http://www.fips.ru/Archive/PAT/2010FULL/2010.06.27/DOC/RUNWC2/000/000/002/393/549/DOCUMENT.PDF
2 403 628	ОПИСАНИЕ ИЗОБРЕТЕНИЯ К ПАТЕНТУ	C2		RU	2008141557/09	20.10.2008		20.10.2008		27.04.2010	10.11.2010		G10L 15/10 (2006.01)	СПОСОБ РАСПОЗНАВАНИЯ КЛЮЧЕВЫХ СЛОВ В СЛИТНОЙ РЕЧИ	US 2002116196 A1, 22.08.2002. GB 2272554 A, 18.05.1994. US 6253175 В1, 26.06.2001. US 6513004 В1, 28.01.2003. JP 2008145996 A, 26.06.2008. RU 2294024 C2, 20.02.2007.		Семенов Владимир Ильич (RU), Желтов Павел Валерьянович (RU)	"Федеральное государственное образовательное учреждение высшего профессионального образования ""Чувашский государственный университет имени И.Н. Ульянова"" (RU)"							428015, г.Чебоксары, Московский пр., 15, ЧГУ, ОИС, Н.Б. Шалуновой	Статус: не действует (последнее изменение статуса: 27.10.2014);Пошлина: учтена за 3 год с 21.10.2010 по 20.10.2011	http://www1.fips.ru/fips_servl/fips_servlet?DB=RUPAT&DocNumber=2403628&TypeFile=html	http://www1.fips.ru/fips_servl/fips_servlet?DB=RUPAT&DocNumber=2403628&TypeFile=html		http://www.fips.ru/Archive/PAT/2010FULL/2010.11.10/DOC/RUNWC2/000/000/002/403/628/DOCUMENT.PDF
2 344 492	ОПИСАНИЕ ИЗОБРЕТЕНИЯ К ПАТЕНТУ	C2		RU	2004113568/09	30.04.2004		30.04.2004	 01.05.2003 US 10/427,216	10.10.2005	20.01.2009		G10L 15/00 (2006.01)	ДИНАМИЧЕСКАЯ ПОДДЕРЖКА ПРОИЗНОШЕНИЯ ДЛЯ ОБУЧЕНИЯ РАСПОЗНАВАНИЮ ЯПОНСКОЙ И КИТАЙСКОЙ РЕЧИ	ЕР 1028410 А1, 16.08.2000. RU 2101770 C1, 10.01.1998. WO 98/45834 А1, 15.10.1998. RU 2000132122 А, 10.01.2003. US 2002091519 А, 11.07.2002.		ДЗУ Юн-Ченг (US), ХОН Хсиао-Вуен (US), СЕНДЗУ Казухиро (US)	МАЙКРОСОФТ КОРПОРЕЙШН (US)							"129090, Москва, ул. Б.Спасская, 25, стр.3, ООО ""Юридическая фирма Городисский и Партнеры"", пат.пов. Ю.Д.Кузнецову, рег.№ 595"	Статус: не действует (последнее изменение статуса: 10.05.2016);Пошлина: учтена за 9 год с 01.05.2012 по 30.04.2013	http://www1.fips.ru/fips_servl/fips_servlet?DB=RUPAT&DocNumber=2344492&TypeFile=html	http://www1.fips.ru/fips_servl/fips_servlet?DB=RUPAT&DocNumber=2344492&TypeFile=html		http://www.fips.ru/Archive/PAT/2009FULL/2009.01.20/DOC/RUNWC2/000/000/002/344/492/DOCUMENT.PDF
2 271 578	ОПИСАНИЕ ИЗОБРЕТЕНИЯ К ПАТЕНТУ	C2		RU	2003102918/09	31.01.2003		31.01.2003		20.08.2004	10.03.2006		G10L 15/20 (2006.01); G10L 21/02 (2006.01)	СПОСОБ РАСПОЗНАВАНИЯ РЕЧЕВЫХ КОМАНД УПРАВЛЕНИЯ	RU 2047912 C1, 10.11.1995. EP 0420825 A2, 03.04.1991. US 4866778 A, 12.09.1989. US 5491772 A, 13.02.1996. US 6449594 B2, 10.09.2002. US 2002/0128830 A1, 12.09.2002. WO 00/31728 A1, 02.06.2000. WO 02/29781 A2, 11.04.2002. МИХАЙЛОВ В.Г., ЗЛАТОУСТОВА А.В. Измерение параметров речи. - М.: Радио и связь, 1987. - С. 113.		Тампель Иван Борисович (RU), Татарникова Марина Юрьевна (RU)	"ООО ""Центр Речевых Технологий"" (RU)"							"196084, Санкт-Петербург, а/я 515 ООО ""ЦРТ"""	Статус: действует (последнее изменение статуса: 17.10.2016);Пошлина: учтена за 15 год с 01.02.2017 по 31.01.2018	http://www1.fips.ru/fips_servl/fips_servlet?DB=RUPAT&DocNumber=2271578&TypeFile=html	http://www1.fips.ru/fips_servl/fips_servlet?DB=RUPAT&DocNumber=2271578&TypeFile=html		http://www.fips.ru/Archive/PAT/2006FULL/2006.03.10/DOC/RUNWC2/000/000/002/271/578/DOCUMENT.PDF
2 230 375	ОПИСАНИЕ ИЗОБРЕТЕНИЯ К ПАТЕНТУ	C2		RU	2002123509/09	03.09.2002		03.09.2002			10.06.2004		G10L 15/00 (2000.01); G10L 17/00 (2000.01)	МЕТОД РАСПОЗНАВАНИЯ ДИКТОРА И УСТРОЙСТВО ДЛЯ ЕГО ОСУЩЕСТВЛЕНИЯ	US 6389398, 14.05.2002. RU 2161826 С2, 10.01.2001. RU 2047912 C1, 10.11.1995. RU 2161336 C1, 27.12.2000. RU 2107950 C1, 27.03.1998. SU 1453442 А, 05.05.1986. WO 0077772, 14.06.00. WO 9850908, 11.05.1998.		Лабутин П.В. (RU), Раев А.Н. (RU), Коваль С.Л. (RU)	"Общество с ограниченной ответственностью ""Центр речевых технологий"" (RU)"							194021, Санкт-Петербург, ул. Политехническая, 26, ФТИ им. А.Ф.Иоффе РАН, пат.лиц.служба, пат.пов. В.И.Белову, рег.№66	Статус: действует (последнее изменение статуса: 29.08.2016);Пошлина: учтена за 15 год с 04.09.2016 по 03.09.2017	http://www1.fips.ru/fips_servl/fips_servlet?DB=RUPAT&DocNumber=2230375&TypeFile=html	http://www1.fips.ru/fips_servl/fips_servlet?DB=RUPAT&DocNumber=2230375&TypeFile=html		
2 284 585	ОПИСАНИЕ ИЗОБРЕТЕНИЯ К ПАТЕНТУ	C1		RU	2005103316/09	10.02.2005		10.02.2005			27.09.2006		G10L 15/00 (2006.01); H04R 29/00 (2006.01)	СПОСОБ ИЗМЕРЕНИЯ РАЗБОРЧИВОСТИ РЕЧИ	RU 27259 U1, 10.01.2003. RU 2057401 C1, 27.03.1996. RU 2106074 C1, 27.02.1998. US 3912880 А, 14.10.1975.		Железняк Владимир Кириллович (RU)	Железняк Владимир Кириллович (RU)							196620, Санкт-Петербург, Павловск, Медвежий пер., 5, кв.14, Б.А. Пейзнеру	Статус: не действует (последнее изменение статуса: 17.02.2015);Пошлина: учтена за 7 год с 11.02.2011 по 10.02.2012	http://www1.fips.ru/fips_servl/fips_servlet?DB=RUPAT&DocNumber=2284585&TypeFile=html	http://www1.fips.ru/fips_servl/fips_servlet?DB=RUPAT&DocNumber=2284585&TypeFile=html		http://www.fips.ru/Archive/PAT/2006FULL/2006.09.27/DOC/RUNWC1/000/000/002/284/585/DOCUMENT.PDF
2 291 499	ОПИСАНИЕ ИЗОБРЕТЕНИЯ К ПАТЕНТУ	C2		RU	2003136259/09	17.05.2002		17.05.2002	 14.12.2001 ( (пп.1-3) ) US 10/017,375	27.05.2005	10.01.2007		G10L 15/28 (2006.01); G10L 19/00 (2006.01)		RU 2107951 C1, 27.03.1998. RU 2146394 C1, 10.03.2000. US 5956683 A1, 21.09.1999. ЕР 0671721 А1, 13.09.1995. US 6195636 A1, 27.02.2001. US 5960399 A1, 28.09.1999. ЕР 0784311 А1, 16.07.1997.					17.12.2003	17.05.2002	US 02/15581	21.11.2002	WO 02/093555	"129010, Москва, ул. Б. Спасская, 25, стр.3, ООО ""Юридическая фирма Городисский и Партнеры"", пат.пов. Ю.Д.Кузнецову, рег.№ 595"	Статус: не действует (последнее изменение статуса: 19.05.2014);Пошлина: учтена за 9 год с 18.05.2010 по 17.05.2011	http://www1.fips.ru/fips_servl/fips_servlet?DB=RUPAT&DocNumber=2291499&TypeFile=html	http://www1.fips.ru/fips_servl/fips_servlet?DB=RUPAT&DocNumber=2291499&TypeFile=html		http://www.fips.ru/Archive/PAT/2007FULL/2007.01.10/DOC/RUNWC2/000/000/002/291/499/DOCUMENT.PDF
2 231 133	ОПИСАНИЕ ИЗОБРЕТЕНИЯ К ПАТЕНТУ	C2		RU	2000113854/09	01.06.2000		01.06.2000		27.10.2000	20.06.2004		G10L 15/08 (2000.01); G10L 101/023 (2000.01)	СПОСОБ РАСПОЗНАВАНИЯ ЗВУКОВ	US 4852170 А, 25.07.1989. RU 2047912 C1, 10.11.1995. RU 2119196 C1, 20.09.1998. US 5640490 А, 17.06.1997. US 5708759 А, 13.01.1998. US 5893058 А, 06.04.1999. US 5313553 А, 17.05.1994.	Юрьев Дмитрий Николаевич (RU)	Юрьев Д.Н. (RU)	Юрьев Дмитрий Николаевич (RU)							111020, Москва, ул. 2-я Синичкина, 9 А, стр.9, 11, Д.Н. Юрьеву	Статус: не действует (последнее изменение статуса: 03.05.2007)	http://www1.fips.ru/fips_servl/fips_servlet?DB=RUPAT&DocNumber=2231133&TypeFile=html	http://www1.fips.ru/fips_servl/fips_servlet?DB=RUPAT&DocNumber=2231133&TypeFile=html		
2015 105 099	ЗАЯВКА НА ИЗОБРЕТЕНИЕ	A		RU	2015105099	16.02.2015				10.09.2016			G10L 15/00 (2013.01)	СПОСОБ ФОРМИРОВАНИЯ И ИСПОЛЬЗОВАНИЯ ИНВЕРТИРОВАННОГО ИНДЕКСА АУДИО ЗАПИСИ И МАШИНОЧИТАЕМЫЙ НОСИТЕЛЬ ИНФОРМАЦИИ		"Общество с ограниченной ответственностью ""Яндекс"" (RU)"	КАЛИНИНА Елена Андреевна (RU)								"197101, Санкт-Петербург, а/я 128, ""АРС-ПАТЕНТ"", М.В. Хмара"		http://www1.fips.ru/fips_servl/fips_servlet?DB=RUPAT&DocNumber=2015105099&TypeFile=html	http://www1.fips.ru/fips_servl/fips_servlet?DB=RUPAT&DocNumber=2015105099&TypeFile=html	http://www.fips.ru/Archive4/PAT/2016FULL/2016.09.10/DOC/RUNWA/000/002/015/105/099/DOCUMENT.PDF	
2 296 376	ОПИСАНИЕ ИЗОБРЕТЕНИЯ К ПАТЕНТУ	C2		RU	2005109023/09	30.03.2005		30.03.2005		10.09.2006	27.03.2007		G10L 15/06 (2006.01); G10L 11/04 (2006.01)	СПОСОБ РАСПОЗНАВАНИЯ СЛОВ РЕЧИ	"US 4852170 A1, 25.07.1989. RU 2230375 C2, 10.06.2004. RU 2101782 C1, 10.01.1998. RU 2119196 C1, 20.09.1998. SU 1775730 A1, 15.11.1992. US 5864809 A1, 26.01.1999. GB 2367938 A1, 17.04.2002. ""Программа пофонемного распознавания - RecHMM"", AudiTech Inc. Санкт-Петербург, 1999, найдено на http://www.auditech.rn."		Гиголо Людмила Антоновна (RU), Сахаров Виталий Олегович (RU)	"Открытое акционерное общество ""Корпорация ""Фазотрон - Научно-исследовательский институт радиостроения"" (RU)"							"123995, Москва, Электрический пер., 1, ОАО ""Корпорация ""Фазотрон-НИИР"", Начальнику отдела интеллектуальной собственности В.И. Фаленко"	Статус: может прекратить свое действие (последнее изменение статуса: 07.08.2017);Пошлина: учтена за 12 год с 31.03.2016 по 30.03.2017	http://www1.fips.ru/fips_servl/fips_servlet?DB=RUPAT&DocNumber=2296376&TypeFile=html	http://www1.fips.ru/fips_servl/fips_servlet?DB=RUPAT&DocNumber=2296376&TypeFile=html		http://www.fips.ru/Archive/PAT/2007FULL/2007.03.27/DOC/RUNWC2/000/000/002/296/376/DOCUMENT.PDF
160 585	ОПИСАНИЕ ПОЛЕЗНОЙ МОДЕЛИ К ПАТЕНТУ	U1		RU	2015138280/08	09.09.2015		09.09.2015			27.03.2016		G10L 15/18 (2013.01)	СИСТЕМА РАСПОЗНАВАНИЯ РЕЧИ С МОДЕЛЬЮ ВАРИАТИВНОСТИ ПРОИЗНОШЕНИЯ			Чучупал Владимир Яковлевич (RU), Маковкин Константин Александрович (RU)	Чучупал Владимир Яковлевич (RU), Маковкин Константин Александрович (RU)							111398, Москва, ул. Плеханова, 29, корп. 1, кв. 112, Чучупалу Владимиру Яковлевичу	Статус: действует (последнее изменение статуса: 28.03.2016);Пошлина: учтена за 1 год с 09.09.2015 по 09.09.2016	http://www1.fips.ru/fips_servl/fips_servlet?DB=RUPM&DocNumber=160585&TypeFile=html	http://www1.fips.ru/fips_servl/fips_servlet?DB=RUPM&DocNumber=160585&TypeFile=html		http://www.fips.ru/Archive4/PAT/2016FULL/2016.03.27/DOC/RUNWU1/000/000/000/160/585/DOCUMENT.PDF
